ID pregunta,Historia inglés,Pregunta inglés,Respuesta inglés,Historia español,
bc5879799553452800067b12b50bb4598580c4a8.3,"The trial was designed to compare Iressa, a daily pill, to {Taxotere}, an IV-chemotherapy drug that's administered every three weeks.",Which IV-chemotherapy drug did the study compare to pill Iressa ?,Taxotere,"El ensayo fue diseñado para comparar Iressa, una píldora diaria, con {Taxotere}, un medicamento de quimioterapia intravenosa que se administra cada tres semanas.",
07ef1d74392c67ca32807277f20037a163a0bb46.2,"YANGON, Myanmar (CNN) -- Courts in Myanmar have sentenced a blogger, a poet and several dissidents to several years in jail for {anti-regime activities}, a court official told CNN Tuesday.",what was the reason for the jailing,anti-regime activities,"YANGON, Myanmar (CNN) -- Los tribunales de Myanmar han sentenciado a un bloguero, un poeta y varios disidentes a varios años de cárcel por {actividades anti-régimen}, dijo un funcionario de la corte a CNN el martes.",
abb485fd959c7dbaf20fb859c254a41cc8421c18.3,"(CNN) -- In a move that could reshape the Cuban economy, the government on Thursday announced a new law that {allows for the sale of real estate}.",What is cubas new law,allows for the sale of real estate,"(CNN) -- En un movimiento que podría remodelar la economía cubana, el gobierno anunció el jueves una nueva ley que {permite la venta de bienes raíces}.",
9b0554c16b44d6cf179c261b646da3c8ea702c7b.5,"The federal government is ""going to bring every resource necessary to put a stop"" to the spill, the president said during {a visit to a solar panel manufacturing facility} in Fremont, California. ""We will not rest until this well is shut, the environment is repaired, and the cleanup is complete.""",What happened in California ?,a visit to a solar panel manufacturing facility,"El gobierno federal ""va a traer todos los recursos necesarios para poner fin"" al derrame, dijo el presidente durante {una visita a una planta de fabricación de paneles solares} en Fremont, California. ""No descansaremos hasta que este pozo esté cerrado, el medio ambiente sea reparado y la limpieza esté completa"".",
c2b35b26f1eae00d21f188e7fa4b4ea22df9ef1e.8,(CNN) -- The International Olympic Committee on Wednesday stripped China of a {bronze} medal in the women's team event at the 2000 Olympic Games after finding one of the team's athletes was underage.,What medal was stripped off of China ?,bronze,(CNN) -- El Comité Olímpico Internacional del miércoles despojó a China de una medalla de {bronce} en el evento del equipo femenino en los Juegos Olímpicos del 2000 después de encontrar a uno de los atletas del equipo era menor de edad.,
9b15a59fcddcaf0f45bc42b2ae434820ded790a1.5,"The {U.S. troop} buildup also will help secure areas that go relatively uncovered by U.S. and NATO forces now. Most of the new troops are expected to be sent around the southern part of Afghanistan, divided between Helmand and Kandahar provinces.",Who is to secure uncovered areas ?,U.S. troop,"La acumulación de {tropas de Estados Unidos} también ayudará a asegurar áreas que son relativamente descubiertas por las fuerzas de Estados Unidos y la OTAN ahora. Se espera que la mayoría de las nuevas tropas sean enviadas alrededor de la parte sur de Afganistán, divididas entre las provincias de Helmand y Kandahar.",
3466ed5427b04eae88589d6ca31e87690fe06bdd.2,"The sentencing phase of Luong's trial will begin {Friday}, the Mobile County District Attorney's office told CNN.",When does sentencing begin ?,Friday,"La fase de sentencia del juicio de Luong comenzará el {viernes}, dijo la oficina del fiscal del condado móvil a CNN.",
f5e29618e732ce51f57853f8622872246077d35f.7,"Thousands of ""red shirt"" protesters, named for the color of their attire, have rallied for days to {demand Abhisit's resignation}.",what was the demonstration ?,demand Abhisit 's resignation,"Miles de manifestantes de ""camisa roja"", llamados así por el color de su atuendo, se han reunido durante días para {exigir la renuncia de Abhisit}.",
9047c89c306725c5f8ed3e0d306d5686c108662e.7,French forward Henry admitted to using his hand illegally to set up {the goal that gave his team a 2-1 aggregate victory Wednesday against Ireland}. France's victory pushed Ireland out of a spot at the 2010 World Cup.,what does henry set up,the goal that gave his team a 2-1 aggregate victory Wednesday against Ireland,El delantero francés Henry admitió usar su mano ilegalmente para establecer {el gol que dio a su equipo una victoria total de 2-1 el miércoles contra Irlanda}. La victoria de Francia sacó a Irlanda de un puesto en la Copa del Mundo 2010.,
f4639c1c465bb8a7750db02371c8655fc3e2556b.1,"The Urban Car's power comes from {hydrogen fuel cells} which are linked to four electric motors situated over each of the car's wheels. Almost all of the braking is done by the electric motors, which then capture the energy of the car in motion and store it in a bank of ultracapacitors. In conventional cars, the energy generated through braking is lost as heat.",What powers the car ?,hydrogen fuel cells,"La potencia del coche urbano proviene de {pilas de combustible de hidrógeno} que están conectadas a cuatro motores eléctricos situados sobre cada una de las ruedas del coche. Casi toda la frenada es realizada por los motores eléctricos, que luego capturan la energía del coche en movimiento y la almacenan en un banco de ultracapacitadores. En los coches convencionales, la energía generada por el frenado se pierde como calor.",
c314125c9439aac01a40a7944087d0dc7fe68dcd.6,"(CNN) -- The suspected killer of a 20-year-old pregnant Camp Lejeune Marine is in a North Carolina jail {late Friday} after being extradited from Mexico, law enforcement sources said.",When was Cpl. Cesar Laurean book in jail ?,late Friday,"(CNN) -- El presunto asesino de un infante de 20 años de edad, Camp Lejeune Marine, está en una cárcel de Carolina del Norte {a finales del viernes} después de ser extraditado de México, dijeron fuentes policiales.",
a069226a6a3f6d1721e525422ca4fb2072f9f532.4,"Richard Heene pleaded guilty in Larimer County Court to {a felony charge of attempting} to influence a public servant. His wife, Mayumi Heene, pleaded guilty to a misdemeanor charge of false reporting to authorities.",What did Richard Heene plead guilty to ?,a felony charge of attempting,"Richard Heene se declaró culpable en el Tribunal del Condado de Larimer de {un delito grave de intentar} influir en un servidor público. Su esposa, Mayumi Heene, se declaró culpable de un delito menor de informar falsamente a las autoridades.",
f0335ab56d7552006ea74675d97afec245e7b2a4.6,U.S. Commerce Secretary Gary Locke on Monday declared a {fishery disaster} in the Gulf of Mexico because of the economic impact of the oil spill on fisheries in the region.,how much is the cleanup,fishery disaster,"El secretario de Comercio de Estados Unidos, Gary Locke, declaró el lunes un {desastre pesquero} en el Golfo de México debido al impacto económico del derrame de petróleo en la pesca en la región.",
08450c1bc03472825196be1acb02ac0e13bef939.2,"Insurance rates for errant actors can range anywhere from {1 percent to 3} percent of a movie's production budget, which can range from $5 million to $100 million or more, he said.",Insurance rates will be what percent ?,1 percent to 3,"Las tarifas de seguro para los actores errantes pueden oscilar entre {el 1 por ciento y el 3 por ciento} del presupuesto de producción de una película, que puede oscilar entre $5 millones a $100 millones o más, dijo.",
9cf157d1894c1f2453a86aab70285fd15c37c4a3.1,"Washington (CNN) -- President Obama plans to nominate retired Air Force Lt. Gen. James Clapper to be {the new director of national intelligence}, a senior U.S. defense official confirmed to CNN Friday.",What is Clapper currently ?,the new director of national intelligence,"Washington (CNN) -- El presidente Obama planea nominar al Teniente General retirado de la Fuerza Aérea James Clapper para ser {el nuevo director de inteligencia nacional}, un alto funcionario de defensa estadounidense confirmado a CNN el viernes.",
696da15c2d7caa67e8a90bdca6c069bf2639aa96.8,"The homemade bomb, which went off around {3:30 a.m.}, shattered glass, but no one was injured. The store was not open. Police have said the device was planted under a wooden bench outside the coffee shop.",What time did the blast occur ?,3:30 a.m.,"La bomba casera, que estalló alrededor de las {3:30 a.m.}, destrozó vidrio, pero nadie resultó herido. La tienda no estaba abierta. La policía ha dicho que el dispositivo fue colocado bajo un banco de madera fuera de la cafetería.",
c25ceced32725f9ef158da6143b054d3e863a986.6,"WASHINGTON (CNN) -- {Development} threatens to engulf Civil War battlefields, a preservationist group said as it released its annual list of endangered battle sites on Wednesday.",What is threatening sites ?,Development,"WASHINGTON (CNN) -- {El desarrollo} amenaza con envolver los campos de batalla de la Guerra Civil, dijo un grupo conservacionista cuando publicó su lista anual de sitios de batalla en peligro de extinción el miércoles.",
052d16e813df698f7864588f0f21740364727e8e.7,"{Stephen Hawking} in Pasadena, California, in March.",what 67-year-old suffers from degenerative condition known ?,Stephen Hawking,"{Stephen Hawking} en Pasadena, California, en marzo.",
b05c352876bd47dd0c05a7de9123940d722f37d5.1,WASHINGTON (CNN) -- Israeli Prime Minister Benjamin Netanyahu reiterated his concern over {the potential of a nuclear-armed Iran} during meetings with top congressional leaders Tuesday.,What do the U.S. leaders express concern over ?,the potential of a nuclear-armed Iran,WASHINGTON (CNN) - El primer ministro israelí Benjamin Netanyahu reiteró su preocupación por {el potencial de un Irán con armas nucleares} durante las reuniones con altos líderes del Congreso el martes.,
4d4ea58f0771c94c9c3ba8c2f844a15ef44e5937.6,"Good evening. I'm {Bob McDonnell}. Eleven days ago, I was honored to be sworn in as the 71st governor of Virginia. I'm standing in the historic House Chamber of Virginia's Capitol, a building designed by Virginia's second governor, Thomas Jefferson.",Who has concerns about Obama 's terrorist policy ?,Bob McDonnell,"Buenas noches, soy {Bob McDonnell}, hace once días, tuve el honor de jurar como el 71o gobernador de Virginia, estoy en la histórica Cámara de Representantes del Capitolio de Virginia, un edificio diseñado por el segundo gobernador de Virginia, Thomas Jefferson.",
54b5982b8ef85dd38fdd76a579ad9a67d61c5c9d.8,"Paul Schlesselman of West Helena, Arkansas, faces {10} years in prison under a plea agreement reached with federal prosecutors in Tennessee.",How many years does Schlesselman face in prison ?,10,"Paul Schlesselman de West Helena, Arkansas, se enfrenta a {10} años de prisión bajo un acuerdo de declaración de culpabilidad alcanzado con fiscales federales en Tennessee.",
2f3c585affad41251e389d78f272c78d12055694.6,"He was addressing comments made Sunday by {Obama}'s running mate, Sen. Joe Biden, in which he said {Obama} would be tested within the first six months of his presidency.",Who will be tested with an early crises ?,Obama,"Se dirigía a los comentarios hechos el domingo por el compañero de fórmula de {Obama}, el senador Joe Biden, en los que dijo que Obama sería probado dentro de los primeros seis meses de su presidencia.",
