ID pregunta,Historia ingl�s,Pregunta ingl�s,Respuesta ingl�s,Historia espa�ol,
0ac1fbe30fa074f91c280997ad8d980202430c5d.5,"(CNN) -- {Singapore's economy} shrank by 4.2 percent in the fourth quarter of 2008, the Ministry of Trade and Industry said Thursday, as it forecast the economy would contract between 2 and 5 percent this year.",What will shrinks in the fourth quarter ?,Singapore 's economy,"(CNN) -- {La econom�a de Singapur} se redujo en un 4,2 por ciento en el cuarto trimestre de 2008, el Ministerio de Comercio e Industria dijo el jueves, ya que pronostica que la econom�a se contraer�a entre 2 y 5 por ciento este a�o.",
a848aa1d825d9f6edc668c60328429f72186f277.5,"The press announcement for the Android phone was set for Tuesday at a wireless industry trade show in San Diego, but representatives from Google and Samsung decided Thursday night, a day after the Apple co-founder's death, that {they would postpone the event}, Samsung spokesman Kim Titus said in a phone interview.",So the celebration is off ?,they would postpone the event,"El anuncio de prensa para el tel�fono Android se fij� para el martes en una feria de la industria inal�mbrica en San Diego, pero los representantes de Google y Samsung decidieron el jueves por la noche, un d�a despu�s de la muerte del cofundador de Apple, que {posponer�an el evento}, dijo el portavoz de Samsung Kim Titus en una entrevista telef�nica.",Pospondr�an es la conjugaci�n correcta. 
b1f3e2915f9bb5d6631ea7d4850c9566d1321478.6,"Panetta made the comments ahead of his arrival Monday in Israel, where he will meet with {Israeli and Palestinian leaders} in an effort to jump start peace talks.",Who will he meet with ?,Israeli and Palestinian leaders,"Panetta hizo los comentarios antes de su llegada el lunes a Israel, donde se reunir� con {l�deres israel�es y palestinos} en un esfuerzo por iniciar las conversaciones de paz.",
ba0872b6fcb2e98fec0e8293a13278a0218e2aa9.5,"LONDON, England -- {The aviation} industry is often perceived as one of the bad guys in the climate change debate. As a mode of transport, flying is regarded as being particularly polluting because of the amount of fuel used at high altitude. And, it is estimated to be responsible for around 3.5 percent of global greenhouse emissions.",Which industry was unfairly criticized ?,The aviation,"LONDRES, Inglaterra -- La industria de {la aviaci�n} a menudo se percibe como uno de los malos en el debate sobre el cambio clim�tico. Como modo de transporte, se considera que volar es particularmente contaminante debido a la cantidad de combustible que se utiliza a gran altitud. Y, se estima que es responsable de alrededor del 3,5 por ciento de las emisiones de gases de efecto invernadero mundiales.",
976e5dc39fd7740224c1fc7675e2016bd0643b89.2,"(Entertainment Weekly) -- Actor {Jude Law is expecting his fourth child}, his spokesperson said.",What did entertainment weekly say ?,Jude Law is expecting his fourth child,"(Entertainment Weekly) -- El actor {Jude Law espera a su cuarto hijo}, dijo su portavoz.",
b40ce7344f17d8a8b7e413c6a6855eed5ac85e1e.9,"For their part, {the Smiths} told HLN's Jean Casarez on ""Nancy Grace"" that they voluntarily took polygraph tests Friday at the Tempe Police Department.",Who volunteered for polygraph tests ?,the Smiths,"Por su parte, {los Smith} le dijeron a Jean Casarez de HLN en ""Nancy Grace"" que voluntariamente hicieron pruebas de pol�grafo el viernes en el Departamento de Polic�a de Tempe.",
6d148ea491fbf5e431cd39a7eb3fe3d6f6b7ff9a.3,"The TSA has awarded contracts of $79 million each to three companies: BAE Systems Information Solutions, NCR Government Systems and Trans Digital Technologies, LLC. Each company will provide 10 machines for testing at U.S. airports. The TSA has not disclosed {which airports will get the machines}.",What has not been disclosed ?,which airports will get the machines,"La TSA ha adjudicado contratos de $79 millones cada uno a tres compa��as: BAE Systems Information Solutions, NCR Government Systems y Trans Digital Technologies, LLC. Cada compa��a proporcionar� 10 m�quinas para pruebas en aeropuertos de EE.UU. La TSA no ha revelado {qu� aeropuertos obtendr�n las m�quinas}.",
a84ded38c088a6015c4cc7f530b9d9bb47b42fec.5,"The case against Hall stemmed from ""a wide-ranging investigation of corruption at the Camp Arifjan contracting office,"" authorities said. Hall is the eighth person to enter a guilty plea in connection with the {bribery scheme}.",He is the eighth person to enter a guilty plea in connection with what ?,bribery scheme,"El caso contra Hall surgi� de ""una amplia investigaci�n de corrupci�n en la oficina de contrataci�n de Camp Arifjan"", dijeron las autoridades. Hall es la octava persona que se declara culpable en relaci�n con el {esquema de soborno}.",
19d1ba9fb7698f635d465d0fc404c151c55b279d.3,The time has come for all to accept that terrorists {cannot be treated as criminals}. The main reason is that security requires preventing attacks rather than prosecuting the perpetrators after an attack. This is particularly evident when we concern ourselves with terrorists who may acquire weapons of mass destruction.,what does etzioni say about terrorist ?,can not be treated as criminals,"Ha llegado el momento de que todos acepten que {no se puede tratar a los terroristas como delincuentes}; la raz�n principal es que la seguridad exige prevenir los ataques en lugar de enjuiciar a los autores despu�s de un ataque, lo cual es particularmente evidente cuando nos ocupamos de terroristas que pueden adquirir armas de destrucci�n en masa.",Queda �terroristas� en el medio. 
8838d475a2f76de6a87f4cc92f596191340a227c.1,"Collectors stopped picking up rubbish on {December 21}, saying that dumps are full.",City collectors stopped work on what date ?,December 21,"Los recolectores dejaron de recoger basura el {21 de diciembre}, diciendo que los vertederos est�n llenos.",
cd3242efe511fca752bcf493cec7db5061fa87fb.5,"(CNN) -- Jenson Button is relishing Sunday's {Hungarian Grand Prix}, as the McLaren driver returns to the site of his first-ever victory for the 200th race of his Formula One career.",What race is Jenson Button preparing for,Hungarian Grand Prix,"(CNN) -- Jenson Button est� disfrutando del {Gran Premio H�ngaro} del domingo, cuando el piloto de McLaren regresa al lugar de su primera victoria en la carrera n�mero 200 de su carrera de F�rmula 1.",
79fa5095356e8951c251de0134a3c49e18a82fae.1,"Los Angeles, California (CNN) -- A trendy California sushi restaurant says it's closing after being {accused of serving illegal whale meat}.",For which reason is a sushi restaurant in California closing its doors,accused of serving illegal whale meat,"Los �ngeles, California (CNN) -- Un moderno restaurante de sushi de California dice que est� cerrando despu�s de ser {acusado de servir carne ilegal de ballena].",
388a2a88c89dab958c35035c57fc2f030e5fb978.4,"But a car accident in February of this year left {her nails} broken and her hands much freer, the Guinness spokesman said. iReport.com: World's largest rocking chair?",What does she lose in car accident ?,her nails,"Pero un accidente de coche en febrero de este a�o dej� {sus u�as} rotas y sus manos mucho m�s libres, dijo el portavoz de Guinness. iReport.com: �La mecedora m�s grande del mundo?",
d7d1146b8bb56a930aab20a81e02d20f745d42a5.1,Authorities said the home and about {20} others around it were illegally built.,How many homes were illegally built ?,20,Las autoridades dijeron que la casa y unos {20} m�s alrededor de ella fueron construidos ilegalmente.,
73282b6040459d299f35068bf26c78b0b824472a.3,"These days, five seasons after retiring from a 21-year career he spent with the Baltimore Orioles, Ripken {is a businessman, team owner, radio-show host and author}. He also will be a baseball analyst for TBS, which like CNN.com is owned by Time Warner.",What does Ripken do now ?,"is a businessman , team owner , radio-show host and author","En estos d�as, cinco temporadas despu�s de retirarse de una carrera de 21 a�os que pas� con los Baltimore Orioles, Ripken {es un hombre de negocios, due�o de equipo, presentador de programas de radio y autor}. Tambi�n ser� analista de b�isbol para TBS, que como CNN.com es propiedad de Time Warner.",
9e81984522fe827a740dc6993cc1d54625d9c099.2,"But {numerous} fashion labels make it onto the list, with Rolex highest among them at number four, followed by Nike, British designer Alexander McQueen and perennially cool Ray Ban sunglasses.",How many labels are featured ?,numerous,"Pero {numerosas} marcas de moda lo convierten en la lista, con Rolex m�s alto entre ellos en el n�mero cuatro, seguido por Nike, dise�ador brit�nico Alexander McQueen y gafas de sol Ray Ban perennemente cool.",
edb03d9bb116f1a64aacc14064e6f4daf860206c.7,"Dawn Brancheau, 40, was working with a whale named Tilikum in {knee-deep water at SeaWorld in Orlando} on February 24 when the animal grabbed her by the ponytail and pulled her underwater in front of shocked onlookers at the park's Shamu Stadium.",Where was she working with a whale at ?,knee-deep water at SeaWorld in Orlando,"Dawn Brancheau, de 40 a�os, estaba trabajando con una ballena llamada Tilikum en {aguas profundas en SeaWorld en Orlando} el 24 de febrero, cuando el animal la agarr� por la cola de caballo y la tir� bajo el agua frente a los espectadores conmocionados en el estadio Shamu del parque.",
e11aa23db1dd7ad38c4800ec1b86462d2ab80646.5,"Last year, I was diagnosed with a {brain tumor}. I had to undergo surgery and have been monitored and given treatment since. But, for now at least, I like to consider myself healthy.",What was he diagnosed with ?,brain tumor,"El a�o pasado, me diagnosticaron un {tumor cerebral}, tuve que someterse a una cirug�a y me han monitorizado y dado tratamiento desde entonces, pero, por ahora al menos, me gusta considerarme saludable.",
b3b4ebdc61e285e198b76d52a07d1a23c577fd20.8,"These intravenous vitamin ""drips"" {are part of the latest quick-fix}, health fad catching on in Japan: the IV cafe.",what is Intravenou vitamin ?,are part of the latest quick-fix,"Estos ""goteos"" intravenosos de vitamina {son parte de la �ltima moda r�pida} y saludable en Jap�n: el caf� IV.",Queda �moda� en el medio. 
c08c1530335a03bce0cb07b00a5a5ee85fe9f09a.8,"Washington (CNN) -- President Obama will {deliver the eulogy} Thursday at the funeral of civil rights leader Dorothy Height, White House spokesman Josh Earnest said Tuesday.",what will obama do,deliver the eulogy,"Washington (CNN) -- El presidente Obama {entregar� el paneg�rico} el jueves en el funeral de la l�der de derechos civiles Dorothy Height, dijo el martes el portavoz de la Casa Blanca Josh Earnest.",
3d5a4d003cd2d5ae33ab537f08815f758ff29bb1.8,"(CNN) -- Israeli President Shimon Peres said he had an amicable phone conversation with {Turkish Prime Minister Recep Tayyip Erdogan}, a day after Erdogan stormed offstage during an angry exchange with Peres at the World Economic Forum in Davos, Switzerland.",Who stormed of stage ?,Turkish Prime Minister Recep Tayyip Erdogan,"(CNN) -- El presidente israel� Shimon Peres dijo que tuvo una conversaci�n telef�nica amistosa con {el primer ministro turco, Recep Tayyip Erdogan}, un d�a despu�s de que Erdogan irrumpiera fuera del escenario durante un airado intercambio con Peres en el Foro Econ�mico Mundial en Davos, Suiza.",
f451a7f84d63ca85e6334284c4d54385498ef4d7.9,"Baghdad, Iraq (CNN) -- {Tariq Aziz}, a top lieutenant of executed Iraqi dictator Saddam Hussein, remained hospitalized at a U.S. military hospital Sunday after falling ill in prison, the U.S. command in Iraq reported.",Who remained hospitalized at a U.S. military hospital ?,Tariq Aziz,"Bagdad, Irak (CNN) -- {Tariq Aziz}, un alto teniente del dictador iraqu� ejecutado Saddam Hussein, permaneci� hospitalizado en un hospital militar de Estados Unidos el domingo despu�s de enfermarse en prisi�n, inform� el comando estadounidense en Irak.",
